Title, Number_of_characters, Description, Gender, doNotUse, birthYear, deathDate, deathYear, ethnicity, nationality, country, region, religion, activeYearsStartYear, genre, notableWork, almaMater 
Anthony Horowitz, 2, NA, NA, 1955-04-05, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA, Foyles War and Alex Rider and The Power of Five and The Diamond Brothers, University of York
Anthony Powell, 1, NA, NA, 1905-12-21, 1905, 2000-03-28, NA, NA, NA, NA, NA, NA, NA, NA, A Dance to the Music of Time, NA
Albert Uderzo, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alcée Fortier, 2, American philologist and folklorist, NA, 1856-06-05, 1856, NA, 1914, Louisiana Creole people, NA, NA, NA, NA, 1880, NA, NA, NA
Alex Anderson (cartoonist), 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Blum, 1, Artist, NA, 1889-02-07, 1889, 1969-09-01, 1969, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Gansa, 2, American screenwriter and prodcuer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Hirsch, 3, NA, NA, 1985-06-18, 1985, NA, NA, NA, NA, NA, NA, NA, 2008, NA, NA, California Institute of the Arts
Alex Kurtzman, 1, NA, NA, 1973-09-07, 1973, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Lovy, 5, Animator, NA, 1913-09-02, 1913, 1992-02-14, 1992, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Maleev, 4, NA, NA, NA, NA, NA, NA, NA, Bulgarian language, NA, NA, NA, NA, NA, NA, NA
Alex Raymond, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Ross, 14, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Saviuk, 3, Artist, NA, 1952-08-17, 1952, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Alex Schomburg, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alex Toth, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexander George Gurney, 1, Artist, NA, 1902-03-15, 1902, 1955-12-04, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alexandre Dumas, 6, NA, NA, 1802-07-28, 1802, 1870-12-05, NA, NA, NA, NA, NA, NA, 1829, NA, The Count of Monte Cristo and The Three Musketeers and Twenty Years After and The Vicomte of Bragelonne: Ten Years Later, NA
Alfred Andriola, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alfred Bester, 3, NA, NA, 1913-12-18, 1913, 1987-09-30, NA, NA, Americans, NA, NA, NA, 1939, Radio drama and List of science fiction novels and American comic book, NA, NA
Alfred Gough, 6, NA, NA, 1967-08-22, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alfred Harvey, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ali LeRoi, 1, American actor and filmmaker, NA, 1962-02-12, 1962, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Allan Burns, 5, NA, NA, 1935-05-18, 1935, NA, NA, NA, NA, NA, NA, NA, 1961, NA, NA, University of Oregon
Allan Heinberg, 6, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Allen Bert Christman, 1, Cartoonist, NA, 1915-05-31, 1915, 1942-01-23, 1942, NA, United States, NA, NA, NA, NA, NA, NA, NA
Alvin Lee (comics), 1, Canadian-borncomic bookartist, NA, 1980-01-23, 1980, NA, NA, NA, Canadians, NA, NA, NA, NA, NA, NA, NA
Alvin Schwartz (comics), 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Alé Garza, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Amanda Conner, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ambrós, 1, Spanish comic-book cartoonist, NA, 1913-08-31, 1913, 1992-09-30, 1992, NA, NA, NA, NA, NA, NA, NA, NA, NA
Anupam Sinha, 2, Comics artist, NA, NA, 1962, NA, NA, NA, India, NA, NA, NA, NA, NA, NA, NA
Archie Goodwin (comics), 28, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Ardian Syaf, 1, Comic Book Artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ariel Olivetti, 1, NA, NA, NA, NA, NA, NA, NA, Argentina, NA, NA, NA, NA, NA, NA, NA
Armando Iannucci, 3, NA, NA, 1963-11-28, 1963, NA, NA, NA, NA, NA, NA, NA, NA, Political satire, NA, NA
Arnold Drake, 26, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Art Babbitt, 1, NA, NA, 1907-10-08, 1907, 1992-03-04, 1992, NA, NA, NA, NA, American Jews, 1936, NA, NA, NA
Art Marcum and Matt Holloway, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, 2004, NA, NA, NA
Art Saaf, 1, Comics creator, NA, 1921-12-04, 1921, 2007-04-21, 2007, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Art Thibert, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arthur Adams (comics), 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Arthur C. Clarke, 1, NA, NA, 1917-12-16, 1917, 2008-03-19, NA, NA, NA, NA, NA, NA, 1946, Popular science and Hard science fiction, Rendezvous with Rama and The Fountains of Paradise and Arthur C. Clarke and 2001: A Space Odyssey, King's College London
Arthur Conan Doyle, 9, NA, NA, 1859-05-22, 1859, 1930-07-07, NA, NA, Scottish people, NA, NA, NA, NA, NA, The Lost World (Conan Doyle novel) and Canon of Sherlock Holmes, NA
Arthur Miller, 1, NA, NA, 1915-10-17, 1915, 2005-02-10, NA, NA, NA, NA, NA, NA, NA, NA, NA, University of Michigan
Arthur Pinajian, 2, Writer, NA, 1914-03-28, 1914, 1999-08-18, 1999, NA, Armenian Americans, NA, NA, NA, NA, NA, NA, NA
Artie Simek, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Arturo Pérez-Reverte, 1, NA, NA, 1951-11-25, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, Captain Alatriste, NA
Arvell Jones, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Asa Earl Carter, 1, NA, NA, 1925-09-04, 1925, 1979-06-07, 1979, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ash Brannon, 2, NA, NA, NA, 1969, NA, NA, NA, NA, NA, NA, NA, 1989, NA, NA, NA
Ashley Miller (screenwriter), 1, American screenwriter, NA, 1971-03-16, 1971, NA, NA, NA, NA, NA, NA, NA, 2000, NA, NA, College of William & Mary
Astrid Lindgren, 2, NA, NA, 1907-11-14, 1907, 2002-01-28, NA, NA, Sweden, NA, NA, NA, 1944, Childrens literature and Picture book, NA, NA
August Derleth, 1, NA, NA, 1909-02-24, 1909, 1971-07-04, NA, NA, NA, NA, NA, NA, NA, Horror fiction and Science fiction and Fantasy and Mystery fiction and American literary regionalism, NA, NA
Aurania Rouverol, 1, American writer, NA, 1886-08-13, 1886, 1955-06-23, 1955, NA, NA, NA, NA, NA, NA, NA, NA, NA
Axel Alonso, 1, Editor, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ayn Rand, 1, NA, NA, 1905-02-02, 1905, 1982-03-06, NA, History of the Jews in Russia, NA, NA, NA, NA, 1934, NA, The Fountainhead and Atlas Shrugged, Saint Petersburg State University
Aaron Lopresti, 5, Artist, NA, 1964-01-07, 1964, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Aaron McGruder, 2, NA, NA, 1974-05-29, 1974, NA, NA, NA, NA, NA, NA, NA, NA, Screenwriting and Comic strip, The Boondocks (comic strip), NA
Aaron Sorkin, 24, NA, NA, 1961-06-09, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Syracuse University
Abid Surti, 1, Indian author painter, NA, 1935-05-05, 1935, NA, NA, Gujarati people, Indian people, NA, NA, Muslim, NA, NA, NA, Sir Jamsetjee Jeejebhoy School of Art
Adam Horowitz, 13, NA, NA, 1971-12-04, 1971, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Adam Hughes, 1, Comic book artist, NA, 1967-05-05, 1967, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Adam Kubert, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Adam Pollina, 2, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Adam Reed, 2, American actor, NA, 1970-01-08, 1970, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Adam Warren (comics), 1, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Adi Granov, 3, NA, NA, NA, NA, NA, NA, NA, Bosnia and Herzegovina, NA, NA, NA, NA, NA, NA, NA
Adrian Alphona, 9, Canadian comic book artist, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Adrian Dingle (cartoonist), 1, NA, NA, NA, NA, 1974-12-22, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Adriana Melo, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Agatha Christie, 8, NA, NA, 1890-09-15, 1890, 1976-01-12, NA, NA, NA, NA, NA, NA, NA, Detective fiction and Crime fiction and Thriller (genre) and Romance novel, Miss Marple and Hercule Poirot and Murder on the Orient Express and The A.B.C. Murders and The Murder of Roger Ackroyd and Death on the Nile and The Mousetrap and The Murder at the Vicarage and Partners in Crime (short story collection) and And Then There Were None, NA
Ahmed Khaled Tawfik, 1, NA, NA, NA, NA, NA, NA, NA, Egyptians, NA, NA, NA, NA, Horror fiction and Drama, NA, NA
Aki Kondo, 1, NA, NA, 1977-02-22, 1977, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Akihisa Ikeda, 1, NA, NA, 1976-10-25, 1976, NA, NA, NA, NA, NA, NA, NA, 2002, NA, NA, NA
Akira Amano, 2, NA, NA, NA, 1973, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Akira Toriyama, 14, NA, NA, 1955-04-05, 1955, NA, NA, NA, NA, NA, NA, NA, 1978, NA, NA, NA
Akiyuki Shinbo, 2, NA, NA, 1961-09-27, 1961, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Avison, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Al Ewing, 1, NA, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Al Feldstein, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Gabriele, 2, Artist, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Al Gordon, 7, Writer, NA, 1953-06-22, 1953, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Hartley, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Jaffee, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Milgrom, 20, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Plastino, 11, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Al Taliaferro, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alan B. McElroy, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alan Ball (screenwriter), 2, NA, NA, 1957-05-13, 1957, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alan Burnett, 1, NA, NA, NA, 1950, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alan Davis, 19, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Alan Grant (writer), 23, NA, NA, NA, NA, NA, NA, NA, Scottish people, NA, NA, NA, NA, NA, NA, NA
Alan Kupperberg, 8, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Alan Moore, 26, NA, NA, 1953-11-18, 1953, NA, NA, NA, NA, NA, NA, NA, NA, Horror fiction, The League of Extraordinary Gentlemen and Marvelman and Batman: The Killing Joke and Voice of the Fire and Lost Girls and Watchmen and Promethea and From Hell and Swamp Thing (comic book) and V for Vendetta and Superman: Whatever Happened to the Man of Tomorrow? and For the Man Who Has Everything, NA
Alan Taylor (director), 1, NA, NA, NA, 1959, NA, NA, NA, NA, NA, NA, NA, 1988, NA, NA, NA
Alan Weiss (comics), 1, Artist, NA, 1948-03-07, 1948, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Alan Zelenetz, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Barbara Euphan Todd, 1, British writer, NA, 1890-01-09, 1890, 1976-02-02, 1976, NA, NA, NA, NA, NA, NA, NA, NA, NA
Barbara Hall (TV producer), 1, NA, NA, 1960-07-17, 1960, NA, NA, NA, NA, NA, NA, Catholic Church, NA, NA, NA, NA
Barbara Kesel, 4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Barry Humphries, 2, NA, NA, 1934-02-17, 1934, NA, NA, NA, NA, NA, NA, NA, NA, Satire and Character comedy, NA, NA
Barry Kitson, 8, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Barry Windsor-Smith, 15, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Barry Wong, 1, Hong Kong screenwriter film producer and actor, NA, 1946-11-20, 1946, 1991-10-16, 1991, NA, NA, China, NA, NA, 1980, Cinema of Hong Kong, NA, NA
Bart Sears, 1, Artist, NA, 1963-12-17, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Basil Wolverton, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Batman, 3, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beast (comics), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beatrix Potter, 3, NA, NA, 1866-07-28, 1866, 1943-12-22, NA, NA, NA, NA, NA, NA, NA, Children's literature, The Tale of Peter Rabbit, NA
Beau Smith, 2, Writer, NA, 1954-12-17, 1954, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Beau Willimon, 2, Playwright, NA, 1977-10-26, 1977, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, Columbia University and Juilliard School
Becca Fitzpatrick, 1, NA, NA, 1979-02-03, 1979, NA, NA, NA, NA, NA, NA, NA, NA, Romance novel and Young-adult fiction and Fantasy, Becca Fitzpatrick and Hush Hush (series), NA
Ben Edlund, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ben Hardaway, 3, NA, NA, 1895-05-21, 1895, 1957-02-05, 1957, NA, NA, NA, NA, NA, 1933, NA, NA, NA
Ben Oliver, 1, Artist, NA, NA, NA, NA, NA, NA, United Kingdom, NA, NA, NA, NA, NA, NA, NA
Ben Queen, 1, Film screenwriter and TV producer, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ben Raab, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Ben Roberts (writer), 1, American writer, NA, 1916-03-23, 1916, 1984-05-12, 1984, NA, NA, NA, NA, NA, NA, NA, NA, NA
Benito Jacovitti, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Berkeley Breathed, 12, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bernard Baily, 6, Artist, NA, 1916-04-05, 1916, 1996-01-19, 1996, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bernard Cornwell, 4, NA, NA, 1944-02-23, 1944, NA, NA, NA, NA, NA, NA, NA, NA, Historical fiction, NA, NA
Bernie Mac, 2, NA, NA, 1957-10-05, 1957, 2008-08-09, NA, NA, Americans, NA, NA, NA, NA, Satire and Black comedy and Observational comedy and Insult comedy, NA, NA
Bernie Wrightson, 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beth Sullivan, 1, American television producer, NA, 1949-08-29, 1949, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bevan Lee, 4, Australian writer and television executive, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Beverly Cleary, 8, NA, NA, 1916-04-12, 1916, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, University of Washington and University of California Berkeley
Bibhutibhushan Bandyopadhyay, 2, NA, NA, 1894-09-12, 1894, 1950-11-01, NA, Bengalis, NA, NA, NA, NA, NA, NA, NA, NA
Bill Cosby, 4, NA, NA, 1937-07-12, 1937, NA, NA, NA, NA, NA, NA, NA, 1961, NA, NA, NA
Bill DuBay, 1, Editor, NA, 1948-01-11, 1948, 2010-04-15, 2010, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bill Everett, 17, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Finger, 48, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Fraccio, 1, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bill Hader, 1, NA, NA, 1978-06-07, 1978, NA, NA, NA, NA, NA, NA, NA, 2001, NA, NA, NA
Bill Jemas, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Justice, 1, American animator, NA, 1914-02-09, 1914, 2011-02-10, 2011, NA, NA, NA, NA, NA, 1937, NA, NA, NA
Bill Lawrence (TV producer), 7, NA, NA, 1968-12-26, 1968, NA, NA, NA, NA, NA, NA, NA, 1993, NA, NA, College of William & Mary
Bill Mantlo, 59, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Mumy, 1, NA, NA, 1954-02-01, 1954, NA, NA, NA, NA, NA, NA, NA, 1959, NA, NA, NA
Bill Parker (comics), 7, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bill Prady, 5, NA, NA, 1960-06-07, 1960, NA, NA, NA, NA, NA, NA, NA, 1984, NA, NA, NA
Bill Sienkiewicz, 13, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Tytla, 2, NA, NA, 1904-10-25, 1904, 1968-12-30, 1968, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Watterson, 4, NA, NA, 1958-07-05, 1958, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Willingham, 10, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bill Woggon, 1, American cartoonist, NA, 1911-01-01, 1911, 2003-03-02, 2003, NA, NA, NA, NA, NA, NA, NA, NA, NA
Billy Graham, 1, NA, NA, 1918-11-07, 1918, NA, NA, NA, NA, NA, NA, Evangelicalism, NA, NA, NA, Wheaton College (Illinois)
Billy Graham (comics), 3, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Billy Tan, 2, Artist, NA, NA, NA, NA, NA, NA, Malaysia, NA, NA, NA, NA, NA, NA, NA
Bisco Hatori, 1, NA, NA, NA, NA, NA, NA, NA, Japanese people, NA, NA, NA, NA, NA, NA, NA
Blake Edwards, 1, NA, NA, 1922-07-26, 1922, 2010-12-15, 2010, NA, NA, NA, NA, NA, 1942, NA, NA, NA
Boaz Yakin, 1, NA, NA, 1966-06-20, 1966, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Brown (comics), 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Budiansky, 5, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bob Clampett, 6, NA, NA, 1913-05-08, 1913, 1984-05-02, 1984, NA, NA, NA, NA, NA, 1931, NA, NA, NA
Bob Einstein, 1, NA, NA, 1942-11-20, 1942, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Gale, 1, NA, NA, 1951-05-25, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Hall (comics), 2, Writer, NA, 1944-10-16, 1944, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Haney, 27, Writer, NA, 1926-03-15, 1926, 2004-11-25, 2004, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Bob Harras, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Kane, 34, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Bob Layton, 20, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bob McLeod (comics), 8, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Bob Monkhouse, 1, NA, NA, 1928-06-01, 1928, 2003-12-29, 2003, NA, NA, NA, NA, NA, 1952, NA, NA, NA
Bob Montana, 7, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bob Mosher, 5, NA, NA, 1915-01-18, 1915, 1972-12-15, 1972, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Odenkirk, 1, NA, NA, 1962-10-22, 1962, NA, NA, NA, NA, NA, NA, NA, 1987, NA, NA, NA
Bob Oksner, 3, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Bob Powell, 5, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Rozakis, 10, Writer, NA, 1951-04-04, 1951, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Schooley, 1, American screenwriter, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bob Wiacek, 1, American comic writer, NA, 1953-01-07, 1953, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bobby A. Suarez, 1, Filipino film director, NA, 1942-11-27, 1942, 2010-02-08, 2010, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bonita Granville, 1, NA, NA, 1923-02-02, 1923, 1988-10-11, 1988, NA, NA, NA, NA, NA, 1932, NA, NA, NA
Boris Akunin, 2, NA, NA, 1956-05-20, 1956, NA, NA, NA, NA, NA, NA, NA, 1980, Detective fiction and Historical fiction, Erast Fandorin, Institute of Asian and African Countries
Brad Falchuk, 23, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, American Film Institute
Brad Meltzer, 3, NA, NA, 1970-04-01, 1970, NA, NA, NA, Americans, NA, NA, NA, 1997, Non-fiction and Superhero fiction and Political thriller, Jack & Bobby and Identity Crisis (DC Comics), University of Michigan and Columbia Law School
Brad Wright, 3, NA, NA, 1961-05-02, 1961, NA, NA, NA, Canadians, NA, NA, NA, 1990, NA, NA, NA
Brainiac (comics), 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Bram Stoker, 10, NA, NA, 1847-11-08, 1847, 1912-04-20, NA, NA, Irish people, NA, NA, NA, NA, Romance novel and Gothic fiction, Dracula, Trinity College Dublin
Brandon Choi, 32, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Brandon Mull, 5, American fiction writer, NA, 1974-11-08, 1974, NA, NA, NA, United States, NA, NA, NA, 2006, Young-adult fiction and Fantasy, Fablehaven (novel), Brigham Young University
Brandon Peterson, 5, Writer, NA, 1969-11-14, 1969, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Brandon Vietti, 1, Television producer and director, NA, 1963-09-28, 1963, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Branislav Kerac, 2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brenda Chapman, 1, NA, NA, 1962-11-01, 1962, NA, NA, NA, NA, NA, NA, NA, 1980, NA, NA, California Institute of the Arts
Brendan McCarthy, 1, Artist, NA, NA, NA, NA, NA, NA, British people, NA, NA, NA, NA, NA, NA, NA
Brent Anderson, 24, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bret Blevins, 6, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Bret Easton Ellis, 1, NA, NA, 1964-03-07, 1964, NA, NA, NA, NA, NA, NA, NA, NA, Satire and Black comedy, NA, NA
Brett Booth, 5, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Brett Breeding, 2, American artist, NA, 1961-06-13, 1961, NA, NA, NA, Citizenship in the United States, NA, NA, NA, NA, NA, NA, NA
Brian Augustyn, 2, NA, NA, NA, NA, NA, NA, NA, United States, NA, NA, NA, NA, NA, NA, NA
Brian Azzarello, 3, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Brian Bolland, 7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Clemens, 1, NA, NA, 1931-07-30, 1931, 2015-01-10, 2015, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Cooke, 2, NA, NA, NA, NA, NA, NA, NA, United Kingdom and British people, NA, NA, NA, 1968, Television, Man About the House and George and Mildred and Robins Nest and Father Dear Father and Alcock and Gander and Trippers Day and Full House (UK TV series) and Tom Dick and Harriet and Close to Home (1989 TV series) and Let There Be Love (TV series) and Slingers Day, NA
Brian Ferrara, 1, NA, NA, 1978-09-23, 1978, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Haberlin, 1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Haig, 1, NA, NA, 1953-03-15, 1953, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Herbert, 1, NA, NA, 1947-06-29, 1947, NA, NA, NA, NA, NA, NA, NA, NA, NA, Dune (franchise), NA
Brian K. Vaughan, 17, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
Brian Lumley, 1, NA, NA, 1937-12-02, 1937, NA, NA, NA, NA, NA, NA, NA, 1971, Horror fiction and Science fiction, NA, NA
Brian Michael Bendis, 20, NA, NA, NA, NA, NA, NA, NA, Americans, NA, NA, NA, NA, NA, NA, NA
Brian Posehn, 1, NA, NA, 1966-07-06, 1966, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
